기업명,연도,보고서유형,매출액,영업이익,매출액증감율,영업이익증감율
CJ CGV,2020,사업보고서,298541715634.0,-186506271938.0,4.787483102982292,-7.740507495786159
CJ CGV,2021,반기보고서,334161363820.0,-120093487285.0,11.931213066943126,-35.608874684427505
CJ CGV,2021,사업보고서,402154002839.0,-121352246732.0,20.347247282491054,1.0481496336373126
CJ CGV,2022,반기보고서,541724001845.0,-71107177637.0,34.7056097964232,-41.40431714129164
CJ CGV,2022,사업보고서,739582041940.0,-5658617348.0,36.5237721461734,-92.04212916889055
CJ CGV,2023,반기보고서,795259003621.0,1680560088.0,7.5281657103184365,-129.69912939234146
CJ CGV,2023,사업보고서,750580239525.0,47385236613.0,-5.618139988678802,2719.6097807720876
CJ CGV,2024,반기보고서,822885557698.0,26885661239.0,9.633256294990922,-43.261523713434414
CJ CGV,2024,사업보고서,1134998656484.0,49048107659.0,37.92910154592188,82.43221627687339
CJ대한통운,2016,반기보고서,2958772909841.0,112890634709.0,,
CJ대한통운,2016,사업보고서,3123172732363.0,115553855706.0,5.5563514852795715,2.3591159743808934
CJ대한통운,2017,반기보고서,3302757257391.0,112993146704.0,5.750067012532026,-2.2160307731445417
CJ대한통운,2017,사업보고서,3807633950409.0,122658273730.0,15.286521341772035,8.553728529500145
CJ대한통운,2018,반기보고서,4286071922167.0,102419718190.0,12.565230218797902,-16.499951388970196
CJ대한통운,2018,사업보고서,4933608554902.0,140267207430.0,15.107927363188326,36.95332296246772
CJ대한통운,2019,반기보고서,4967569774523.0,117135247731.0,0.6883646978286586,-16.491352556900335
CJ대한통운,2019,사업보고서,5447538851297.0,190051098443.0,9.662050027673502,62.249282026064925
CJ대한통운,2020,반기보고서,5165358381314.0,142048441971.0,-5.179962505743596,-25.257763235920955
CJ대한통운,2020,사업보고서,5615768768892.0,183289119321.0,8.719828409339168,29.032826251216132
CJ대한통운,2021,반기보고서,5439837724335.0,138699093504.0,-3.132804283743888,-24.32769931034918
CJ대한통운,2021,사업보고서,5903814063157.0,205181672163.0,8.52923124427796,47.93295830522691
CJ대한통운,2022,반기보고서,5993887943782.0,191790880677.0,1.5256896586074729,-6.526309755075061
CJ대한통운,2022,사업보고서,6136824918592.0,219996006565.0,2.384712162633628,14.706187170338398
CJ대한통운,2023,반기보고서,5770252075403.0,211429011089.0,-5.973330640058483,-3.8941595394227284
CJ대한통운,2023,사업보고서,5997641587866.0,268805852068.0,3.9407206044307674,27.13763862559405
CJ대한통운,2024,반기보고서,5980607974533.0,234725888462.0,-0.2840051890973477,-12.678281869168076
CJ대한통운,2024,사업보고서,6136153172627.0,295937178671.0,2.6008258484146145,26.077775489561965
CJ씨푸드,2016,반기보고서,83258837624.0,1851085803.0,,
CJ씨푸드,2016,사업보고서,90478920212.0,4007044876.0,8.6718512941607,116.46996965272496
CJ씨푸드,2017,반기보고서,82765914114.0,2886854305.0,-8.524644281704239,-27.955528467108685
CJ씨푸드,2017,사업보고서,81863800490.0,3671837683.0,-1.0899579055665936,27.191652056718535
CJ씨푸드,2018,반기보고서,73448292949.0,2399469603.0,-10.279888657292412,-34.65207860061062
CJ씨푸드,2018,사업보고서,77254792089.0,1734609134.0,5.182556308889444,-27.708643117159752
CJ씨푸드,2019,반기보고서,72286749124.0,829635459.0,-6.430724658836251,-52.171619373013165
CJ씨푸드,2019,사업보고서,76882201135.0,2870709798.0,6.357253669157268,246.0206247042775
CJ씨푸드,2020,반기보고서,71444957073.0,2290713805.0,-7.072175330220533,-20.20392285573688
CJ씨푸드,2020,사업보고서,77604716924.0,1672142154.0,8.621685985067035,-27.003445373657232
CJ씨푸드,2021,반기보고서,76950856276.0,3174032994.0,-0.8425527131815196,89.8183707890663
CJ씨푸드,2021,사업보고서,85192095355.0,1325137294.0,10.709743176139728,-58.250676772895574
CJ씨푸드,2022,반기보고서,71799371260.0,1877673563.0,-15.720618255944762,41.69652997480275
CJ씨푸드,2022,사업보고서,80902100675.0,2257354280.0,12.67800714025361,20.220805388204745
CJ씨푸드,2023,반기보고서,68922843933.0,206308490.0,-14.807102216199652,-90.8606065149862
CJ씨푸드,2023,사업보고서,79425963354.0,3933031508.0,15.23895245995667,1806.3837401941144
CJ씨푸드,2024,반기보고서,99992999396.0,1162349982.0,25.89460067400519,-70.44646147289396
CJ씨푸드,2024,사업보고서,93724170885.0,3195506070.0,-6.269267397584207,174.91772009164103
CJ제일제당,2016,반기보고서,7143627676000.0,443432930000.0,,
CJ제일제당,2016,사업보고서,7419629570000.0,400205254000.0,3.863609730491223,-9.748413587597113
CJ제일제당,2017,반기보고서,7775428896000.0,356880278000.0,4.795378564970596,-10.825688960095462
CJ제일제당,2017,사업보고서,8701745127000.0,419694963000.0,11.913377942103427,17.60105247396159
CJ제일제당,2018,반기보고서,8802336934000.0,394863531000.0,1.1559957862691375,-5.916542772518335
CJ제일제당,2018,사업보고서,9867723055000.0,437846149000.0,12.103446266466218,10.885436264814235
CJ제일제당,2019,반기보고서,10533063578000.0,354363163000.0,6.742594206298386,-19.066739810471645
CJ제일제당,2019,사업보고서,11819398718000.0,542494710000.0,12.21235522290702,53.0900405694821
CJ제일제당,2020,반기보고서,11751821403000.0,660795495000.0,-0.5717491778755645,21.80680895487442
CJ제일제당,2020,사업보고서,12493904251000.0,698755945000.0,6.314619858080564,5.744659321565139
CJ제일제당,2021,반기보고서,12487326946000.0,854647840000.0,-0.052644112423652994,22.309920382859854
CJ제일제당,2021,사업보고서,13801900821000.0,669781552000.0,10.527264006818452,-21.630697387593003
CJ제일제당,2022,반기보고서,14496504866000.0,939950118000.0,5.032669441756453,40.33681805556807
CJ제일제당,2022,사업보고서,15583008255000.0,724758092000.0,7.494933427355151,-22.893983614564533
CJ제일제당,2023,반기보고서,14290584792000.0,597336042000.0,-8.293799514514856,-17.581321465259336
CJ제일제당,2023,사업보고서,14732888117000.0,694246371000.0,3.0950680566102893,16.223753831348418
CJ제일제당,2024,반기보고서,14454635152000.0,759504326000.0,-1.8886518569222637,9.399826592683766
CJ제일제당,2024,사업보고서,14904446671000.0,793513312000.0,3.1118842798170685,4.477787003414646
CS홀딩스,2016,반기보고서,65196257651.0,11607367163.0,,
CS홀딩스,2016,사업보고서,57948704444.0,8225546241.0,-11.116517217593447,-29.13512491256412
CS홀딩스,2017,반기보고서,62817327790.0,8476509658.0,8.40160861698798,3.0510243289263883
CS홀딩스,2017,사업보고서,58142494098.0,8559508517.0,-7.441949309954881,0.9791631502674801
CS홀딩스,2018,반기보고서,60287994808.0,6292227283.0,3.6900734020520827,-26.48845117096342
CS홀딩스,2018,사업보고서,62262873770.0,7027213087.0,3.27574166015875,11.680852755998579
CS홀딩스,2019,반기보고서,66277229415.0,7978085041.0,6.447430711002982,13.531281067299162
CS홀딩스,2019,사업보고서,68694284714.0,9047136674.0,3.6468864500436813,13.399852564945855
CS홀딩스,2020,반기보고서,69006130131.0,9515166881.0,0.453961225884117,5.173241257038183
CS홀딩스,2020,사업보고서,62630954371.0,6386102940.0,-9.238564382464979,-32.88501379043759
CS홀딩스,2021,반기보고서,77932310150.0,10017865755.0,24.430979749024843,56.86978191742082
CS홀딩스,2021,사업보고서,81085645159.0,9629835904.0,4.046248600780122,-3.8733784270000933
CS홀딩스,2022,반기보고서,90446307140.0,8511485733.0,11.544166618696535,-11.61338762310025
CS홀딩스,2022,사업보고서,84820144908.0,7120559602.0,-6.220444382866154,-16.34175483144172
CS홀딩스,2023,반기보고서,88598761181.0,9200046977.0,4.454857129869878,29.20398804633164
CS홀딩스,2023,사업보고서,83366478343.0,9928670958.0,-5.905593676768093,7.9197854404607995
CS홀딩스,2024,반기보고서,70170291891.0,10539618555.0,-15.829127863247495,6.153367349813629
CS홀딩스,2024,사업보고서,71780455378.0,11774462950.0,2.294651259967922,11.716215236406152
DB,2016,반기보고서,104593451596.0,7994390914.0,,
DB,2016,사업보고서,100216516896.0,2908864386.0,-4.184711980733017,-63.6136834276403
DB,2017,반기보고서,84389817632.0,3248154364.0,-15.792505820596626,11.664001238179415
DB,2017,사업보고서,115139701232.0,832643643.0,36.437907395524306,-74.36563815351973
DB,2018,반기보고서,92608955708.0,482412174.0,-19.568181333562627,-42.0625884727976
DB,2018,사업보고서,144503679870.0,1094686497.0,56.036399250226175,126.91933495857424
DB,2019,반기보고서,112255144124.0,10565162612.0,-22.31675745213671,865.131354132342
DB,2019,사업보고서,126250448702.0,7927846974.0,12.467406003719898,-24.96237620616
DB,2020,반기보고서,134667285969.0,16352567778.0,6.666778101412533,106.26744980862442
DB,2020,사업보고서,137778554093.0,10521628225.0,2.3103369921008166,-35.657638801195986
DB,2021,반기보고서,153838160452.0,15999739503.0,11.656100228893262,52.065242763317656
DB,2021,사업보고서,173076444468.0,7472927901.0,12.50553436122415,-53.29344018633051
DB,2022,반기보고서,197533481117.0,12713204308.0,14.130771361854414,70.12347069879753
DB,2022,사업보고서,203812021041.0,10895419072.0,3.178468727679229,-14.298403391945236
DB,2023,반기보고서,207644952009.0,22554902090.0,1.8806206564376031,107.01270819369913
DB,2023,사업보고서,250938910795.0,14467866224.0,20.849993398406095,-35.85489235879011
DB,2024,반기보고서,272505458120.0,17153026046.0,8.59434164939785,18.559473666861297
DB,2024,사업보고서,314930232782.0,12474142682.0,15.568412814439082,-27.277305773642734
DB손해보험,2023,사업보고서,0.0,0.0,,
DB손해보험,2024,반기보고서,0.0,0.0,,
DB손해보험,2024,사업보고서,0.0,0.0,,
DB증권,2023,사업보고서,0.0,0.0,,
DB증권,2024,반기보고서,682693614919.0,0.0,,
DB증권,2024,사업보고서,635844318062.0,0.0,-6.862419075438191,
DB하이텍,2016,반기보고서,373926908981.0,84925282581.0,,
DB하이텍,2016,사업보고서,399213271199.0,87502647104.0,6.762380992293029,3.0348612859094843
DB하이텍,2017,반기보고서,365143770732.0,96806137876.0,-8.534160290983166,10.632239229222941
DB하이텍,2017,사업보고서,314593972775.0,46389029875.0,-13.843806743755572,-52.080486947614624
DB하이텍,2018,반기보고서,312506014117.0,46562924861.0,-0.6636995107002015,0.37486230358465755
DB하이텍,2018,사업보고서,356773122355.0,66430217695.0,14.16520202437663,42.66762213350642
DB하이텍,2019,반기보고서,373064768518.0,71671820564.0,4.566388312959663,7.890389420467788
DB하이텍,2019,사업보고서,434351654400.0,109620367395.0,16.4279479205346,52.94765297208197
DB하이텍,2020,반기보고서,467454112891.0,141805667981.0,7.62111946752608,29.36069395756106
DB하이텍,2020,사업보고서,468465653593.0,97529513331.0,0.21639358262227315,-31.223120542637545
DB하이텍,2021,반기보고서,518386729307.0,141980438160.0,10.656293653786435,45.576895968034286
DB하이텍,2021,사업보고서,696295310871.0,257126340143.0,34.31966358433505,81.09983563597703
DB하이텍,2022,반기보고서,830766625587.0,394741801969.0,19.31239699830651,53.520561817768495
DB하이텍,2022,사업보고서,844520908079.0,374004883771.0,1.655613269524585,-5.253286602676177
DB하이텍,2023,반기보고서,606984791022.0,172909260841.0,-28.126730171466622,-53.768181020098424
DB하이텍,2023,사업보고서,547238847918.0,92528195532.0,-9.84307086235288,-46.48742636342365
DB하이텍,2024,반기보고서,559885904854.0,108493882442.0,2.3110670933023885,17.254942472620055
DB하이텍,2024,사업보고서,571281804950.0,82344800921.0,2.0353968544665686,-24.10189490175089
DH오토넥스,2016,반기보고서,224192148994.0,8321529361.0,,
DH오토넥스,2016,사업보고서,209920821784.0,2043066905.0,-6.365667698016464,-75.4484204000395
DH오토넥스,2017,반기보고서,233275982292.0,559692475.0,11.125699827924413,-72.60527916974897
DH오토넥스,2017,사업보고서,224466073863.0,6322963303.0,-3.776603292992383,1029.7209781139188
DH오토넥스,2018,반기보고서,229386868931.0,17605548560.0,2.192222184544175,178.43825302049203
DH오토넥스,2018,사업보고서,274023314594.0,18908265490.0,19.459023906214405,7.399467989084914
DH오토넥스,2019,반기보고서,290377563917.0,18611124771.0,5.968196300096172,-1.5714858623978418
DH오토넥스,2019,사업보고서,166885739327.0,-2304458541.0,-42.52801866789483,-112.38215620686627
DH오토넥스,2020,반기보고서,208457775692.0,4701082774.0,24.910478590110525,-303.99945107973195
DH오토넥스,2020,사업보고서,244470627043.0,9841104048.0,17.275849380744432,109.33696599488975
DH오토넥스,2021,반기보고서,236774794676.0,4684630869.0,-3.147957879474158,-52.397303735935466
DH오토넥스,2021,사업보고서,275199003267.0,8472709744.0,16.22816678759209,80.86184335391657
DH오토넥스,2022,반기보고서,249647447693.0,13180767692.0,-9.284755856913371,55.56732250073879
DH오토넥스,2022,사업보고서,287029305729.0,9024323829.0,14.973859489230486,-31.534156129029817
DH오토넥스,2023,반기보고서,264339288444.0,3106162584.0,-7.905122171191426,-65.58010724284703
DH오토넥스,2023,사업보고서,-231549013179.0,-33051841900.0,-187.59538339608318,-1164.0731451164759
DH오토넥스,2024,반기보고서,18089960961.0,-3075338982.0,-107.81258391587937,-90.69540816725254
DH오토넥스,2024,사업보고서,14290417341.0,-5488762608.0,-21.003603203961607,78.47667005574998
DKME,2016,반기보고서,95124981836.0,2922352780.0,,
DKME,2016,사업보고서,96230136783.0,-14426998224.0,1.1617925445760817,-593.6775026867222
DKME,2017,반기보고서,94073886152.0,4038822329.0,-2.240722816244529,-127.99489031807896
DKME,2017,사업보고서,62115237548.0,2699366310.0,-33.97185968522952,-33.16451950318016
DKME,2018,반기보고서,44791927247.0,-3244141340.0,-27.88898663973278,-220.18158958203787
DKME,2018,사업보고서,45426502719.0,-12203159156.0,1.4167183932513232,276.15991034472006
DKME,2019,반기보고서,73802819857.0,10478914456.0,62.46643575784534,-185.8705055145312
DKME,2019,사업보고서,73314652573.0,9303587551.0,-0.6614480109918166,-11.216113175988694
DKME,2020,반기보고서,69733661200.0,5471027613.0,-4.884414298266472,-41.19443082564484
DKME,2020,사업보고서,55211218522.0,4112283530.0,-20.82558470054918,-24.83526275340698
DKME,2021,반기보고서,45611125714.0,462040725.0,-17.387938656298,-88.76437576277723
DKME,2021,사업보고서,35094101155.0,-15430158724.0,-23.058024537578724,-3439.566815024801
DKME,2022,반기보고서,43443296751.0,5602083395.0,23.790880293882253,-136.30606460506814
DKME,2022,사업보고서,62230610580.0,7334831755.0,43.24559882432851,30.9304278038153
DKME,2023,반기보고서,65418120503.0,8381635263.0,5.1220932806087855,14.271677155872267
DKME,2023,사업보고서,71832655209.0,4501954620.0,9.805440230747438,-46.28787248863611
DKME,2024,반기보고서,63815733557.0,314715443.0,-11.160553133772439,-93.00935994330392
DKME,2024,사업보고서,72807832754.0,9707399036.0,14.090724490330095,2984.5003802371402
DL,2016,반기보고서,4817495253255.0,226949059362.0,,
DL,2016,사업보고서,5036274745879.0,192438676915.0,4.541353569080924,-15.20622405046124
DL,2017,반기보고서,5617646387303.0,257020259020.0,11.543683987846675,33.559564605365495
DL,2017,사업보고서,6717889845303.0,288878591434.0,19.585487980994483,12.395261188932562
DL,2018,반기보고서,5793042004796.0,473202999655.0,-13.766939646288382,63.80687724417701
DL,2018,사업보고서,5191443287504.0,372155146060.0,-10.384849907767673,-21.35401797297806
DL,2019,반기보고서,4789660850205.0,538618524389.0,-7.739320552072783,44.72956509975607
DL,2019,사업보고서,4910418041359.0,591502467022.0,2.521205465911674,9.818441111543773
DL,2020,반기보고서,5011432543240.0,596474465050.0,2.057146683442931,0.8405709705712985
DL,2020,사업보고서,-3445283731556.0,-477424699371.0,-168.7484806356098,-180.04109603098925
DL,2021,반기보고서,1091146048718.0,113406083170.0,-131.67071665894997,-123.75371096623422
DL,2021,사업보고서,1267628748061.0,79756002227.0,16.1740675824608,-29.672200998739424
DL,2022,반기보고서,2352934064393.0,91212178501.0,85.6169693210345,14.364030234857625
DL,2022,사업보고서,2822016360715.0,196247277940.0,19.936057853070857,115.15468785546928
DL,2023,반기보고서,2506199263412.0,61939998427.0,-11.191185908751535,-68.4377795823811
DL,2023,사업보고서,2511616557830.0,88756393294.0,0.21615577408736308,43.29414844691146
DL,2024,반기보고서,2896190038873.0,315149570241.0,15.3117911189145,255.07252891302912
DL,2024,사업보고서,2719178460108.0,97368822717.0,-6.11187720381363,-69.10393289048737
DN오토모티브,2016,반기보고서,495816738323.0,54071698711.0,,
DN오토모티브,2016,사업보고서,463214908706.0,38078574367.0,-6.575378985241423,-29.577625126000456
DN오토모티브,2017,반기보고서,511088402296.0,39236708891.0,10.335050252103404,3.041433518066982
DN오토모티브,2017,사업보고서,366770593182.0,20234351896.0,-28.237347681080315,-48.43004811588238
DN오토모티브,2018,반기보고서,471751411256.0,41424221914.0,28.62301940927584,104.72225711458982
DN오토모티브,2018,사업보고서,436769610941.0,30267135043.0,-7.415303797791253,-26.933727069546425
DN오토모티브,2019,반기보고서,475778986623.0,40134987196.0,8.931339247242063,32.60253122398573
DN오토모티브,2019,사업보고서,453993590635.0,40094921227.0,-4.578889904875605,-0.0998280348373778
DN오토모티브,2020,반기보고서,367615541283.0,23038923397.0,-19.02627066412616,-42.53904810895215
DN오토모티브,2020,사업보고서,456264902856.0,48368984540.0,24.114693645325353,109.94463893351171
DN오토모티브,2021,반기보고서,475216295534.0,44755163716.0,4.153594229881227,-7.471359711948172
DN오토모티브,2021,사업보고서,455536434866.0,44890179694.0,-4.141242809421289,0.3016768720962844
DN오토모티브,2022,반기보고서,1435087755045.0,149970611017.0,215.03248592335837,234.08333858161186
DN오토모티브,2022,사업보고서,1721288468525.0,271557874843.0,19.943081004898243,81.07406044522777
DN오토모티브,2023,반기보고서,1661667295169.0,257946044527.0,-3.4637525578202677,-5.012496994929578
DN오토모티브,2023,사업보고서,1607575769947.0,232443652620.0,-3.255256053920145,-9.886715632241682
DN오토모티브,2024,반기보고서,1666086594692.0,272254109788.0,3.6396931229517744,17.126928061607398
DN오토모티브,2024,사업보고서,1768455673308.0,250662697212.0,6.144283192850753,-7.930610337824796
DRB동일,2016,반기보고서,277280124943.0,32681590621.0,,
DRB동일,2016,사업보고서,273972366878.0,34787690585.0,-1.1929300975610748,6.444300671971262
DRB동일,2017,반기보고서,279079866568.0,7402484051.0,1.864238991764586,-78.72096731194954
DRB동일,2017,사업보고서,267784587395.0,26507345574.0,-4.047328570098703,258.0871690013183
DRB동일,2018,반기보고서,272668127454.0,15044726004.0,1.8236822763053404,-43.24318154754517
DRB동일,2018,사업보고서,272763239677.0,12001861450.0,0.03488204649663197,-20.225456769308938
DRB동일,2019,반기보고서,265497183632.0,12637335714.0,-2.663869241912619,5.294797533260976
DRB동일,2019,사업보고서,281497777544.0,13838022764.0,6.026652973531381,9.501109072142832
DRB동일,2020,반기보고서,239307779458.0,8943135482.0,-14.987684256017056,-35.37273615949083
DRB동일,2020,사업보고서,257330549634.0,12106824447.0,7.5312094812877195,35.37561262901149
DRB동일,2021,반기보고서,259248693163.0,2015109502.0,0.7454006264425915,-83.35558997471601
DRB동일,2021,사업보고서,292088506825.0,-1437547021.0,12.667301524776558,-171.33840714726577
DRB동일,2022,반기보고서,305107370437.0,107083798.0,4.457163944420462,-107.449064026129
DRB동일,2022,사업보고서,356706646040.0,12003237443.0,16.911841732664552,11109.200333929135
DRB동일,2023,반기보고서,363530795273.0,23100488663.0,1.9130984266087268,92.45215111921034
DRB동일,2023,사업보고서,374246972559.0,12745456860.0,2.947804539627102,-44.82602924147501
DRB동일,2024,반기보고서,388092290443.0,19903535441.0,3.69951366321802,56.16180463067371
DRB동일,2024,사업보고서,364595837518.0,1966522322.0,-6.054346737519378,-90.11973361300882
DSR,2016,반기보고서,100476424690.0,6909243058.0,,
DSR,2016,사업보고서,100583638090.0,6446473074.0,0.10670503088738038,-6.6978391137097555
DSR,2017,반기보고서,111556744212.0,8417202280.0,10.909434506814627,30.570657526646173
DSR,2017,사업보고서,114814832573.0,5474439131.0,2.9205660168859,-34.9612977223116
DSR,2018,반기보고서,117554621092.0,4680789038.0,2.3862670506948875,-14.497377247393493
DSR,2018,사업보고서,118467753536.0,5225043110.0,0.7767729039638254,11.627400157998746
DSR,2019,반기보고서,118341462777.0,5113947110.0,-0.10660348932979703,-2.1262216915948087
DSR,2019,사업보고서,117982660076.0,5545393121.0,-0.30319272094525296,8.436653757257963
DSR,2020,반기보고서,118642349093.0,6941799388.0,0.5591406538681643,25.18137554057099
DSR,2020,사업보고서,112337505157.0,5133880283.0,-5.314159728123582,-26.043954945244813
DSR,2021,반기보고서,132385917141.0,7887962819.0,17.846588239591807,53.64524266605303
DSR,2021,사업보고서,140031734569.0,5566468768.0,5.775400883355807,-29.43084424039296
DSR,2022,반기보고서,182022623440.0,16904804009.0,29.986694801890913,203.68991031047855
DSR,2022,사업보고서,185434212791.0,18870087399.0,1.87426666340987,11.625591097972485
DSR,2023,반기보고서,151207518096.0,12552415409.0,-18.457594302501434,-33.479823682930046
DSR,2023,사업보고서,139887568522.0,11709438218.0,-7.486366892691862,-6.715657214432139
DSR,2024,반기보고서,143574875414.0,10259426504.0,2.6359074869616457,-12.383273108448627
DSR,2024,사업보고서,156234247938.0,5081087547.0,8.817261716227534,-50.47396123926655
DSR제강,2016,반기보고서,85199810993.0,4075558845.0,,
DSR제강,2016,사업보고서,87336087768.0,3588910268.0,2.5073726691430287,-11.940658827611653
DSR제강,2017,반기보고서,91656202239.0,2230723772.0,4.946539948613193,-37.84398033325252
DSR제강,2017,사업보고서,85889007411.0,247644623.0,-6.292203568462976,-88.89846308590825
DSR제강,2018,반기보고서,91201951461.0,2917200714.0,6.1858254160235635,1077.978620597791
DSR제강,2018,사업보고서,94052062251.0,3320428444.0,3.1250546115987126,13.822419830931112
DSR제강,2019,반기보고서,96251063414.0,3412994329.0,2.3380679916740683,2.7877693063154596
DSR제강,2019,사업보고서,95228104950.0,1790279788.0,-1.0628022462463595,-47.54518714584128
DSR제강,2020,반기보고서,89494416741.0,3365702075.0,-6.02100421090024,87.99866353627179
DSR제강,2020,사업보고서,86712150038.0,168340506.0,-3.108871820520355,-94.99835391699071
