기업명,연도,보고서유형,평균급여,남성직원수,여성직원수,정규직수,계약직수,남성정규직수,남성계약직수,여성정규직수,여성계약직수,평균급여증감율,남성직원수증감율,여성직원수증감율,정규직수증감율,계약직수증감율,남성정규직수증감율,남성계약직수증감율,여성정규직수증감율,여성계약직수증감율,매출액,매출액증감율,영업이익,영업이익증감율
BYC,2016,사업보고서,14989131.299734749,382.0,372.0,665.0,89.0,313.0,69.0,352.0,20.0,0.0585926553968445,-0.0205128205128205,-0.0676691729323308,-0.0527065527065527,0.0229885057471264,-0.0309597523219814,0.0298507462686567,-0.0712401055408971,0.0,101167579658.0,-8.602814292677284,6521920603.0,-32.29308157910599
BYC,2017,반기보고서,14957249.006622516,376.0,379.0,670.0,85.0,308.0,68.0,362.0,17.0,-0.0021270274090397,-0.0157068062827225,0.0188172043010752,0.0075187969924812,-0.0449438202247191,-0.0159744408945686,-0.0144927536231884,0.0284090909090909,-0.15,91196982929.0,-9.855525616710311,9951012341.0,52.577943626340094
BYC,2017,사업보고서,17297974.59893048,369.0,379.0,667.0,81.0,305.0,64.0,362.0,17.0,0.1564943922021741,-0.0186170212765957,0.0,-0.0044776119402985,-0.0470588235294117,-0.0097402597402597,-0.0588235294117647,0.0,0.0,104618824771.0,14.717418724750322,7256985959.0,-27.07288755838556
BYC,2018,반기보고서,16469660.714285716,319.0,353.0,616.0,56.0,277.0,42.0,339.0,14.0,-0.0478850214461513,-0.1355013550135501,-0.0686015831134564,-0.0764617691154422,-0.3086419753086419,-0.0918032786885245,-0.34375,-0.0635359116022099,-0.1764705882352941,98799851605.0,-5.562070859366985,8997551730.0,23.98469255464629
BYC,2018,사업보고서,17395453.172205437,305.0,357.0,608.0,54.0,265.0,40.0,343.0,14.0,0.0562119933118412,-0.0438871473354232,0.0113314447592068,-0.0129870129870129,-0.0357142857142857,-0.0433212996389891,-0.0476190476190476,0.0117994100294985,0.0,99064228747.0,0.2675886023158972,12349269009.0,37.25143660830055
BYC,2019,반기보고서,16351578.369905956,298.0,340.0,591.0,47.0,264.0,34.0,327.0,13.0,-0.0600084856637934,-0.0229508196721311,-0.0476190476190476,-0.0279605263157894,-0.1296296296296296,-0.0037735849056603,-0.15,-0.0466472303206997,-0.0714285714285714,79634961477.0,-19.61279819744055,11307730361.0,-8.434010525165005
BYC,2019,사업보고서,17219737.160120845,312.0,350.0,610.0,52.0,276.0,36.0,334.0,16.0,0.053093271522502,0.046979865771812,0.0294117647058823,0.0321489001692047,0.1063829787234042,0.0454545454545454,0.0588235294117647,0.0214067278287461,0.2307692307692307,90954065490.0,14.2137370359238,12085956529.0,6.882249073466388
BYC,2020,반기보고서,16716249.6124031,309.0,336.0,604.0,41.0,281.0,28.0,323.0,13.0,-0.0292389798424897,-0.0096153846153846,-0.04,-0.0098360655737704,-0.2115384615384615,0.0181159420289855,-0.2222222222222222,-0.0329341317365269,-0.1875,80421934079.0,-11.579615880015789,10739751293.0,-11.138590750097508
BYC,2020,사업보고서,18296383.050847456,273.0,317.0,557.0,33.0,250.0,23.0,307.0,10.0,0.0945267913008388,-0.116504854368932,-0.056547619047619,-0.0778145695364238,-0.1951219512195122,-0.1103202846975089,-0.1785714285714285,-0.0495356037151702,-0.2307692307692307,81441442928.0,1.2676999884117646,12201182709.0,13.607683978236423
BYC,2021,반기보고서,17502411.558669,274.0,297.0,544.0,27.0,252.0,22.0,292.0,5.0,-0.0433949972501083,0.0036630036630036,-0.0630914826498422,-0.0233393177737881,-0.1818181818181818,0.008,-0.0434782608695652,-0.0488599348534201,-0.5,74814460016.0,-8.13711382527778,9299205035.0,-23.784396506573124
BYC,2021,사업보고서,18543657.243816253,270.0,296.0,537.0,29.0,246.0,24.0,291.0,5.0,0.059491555301219,-0.0145985401459854,-0.0033670033670033,-0.0128676470588235,0.074074074074074,-0.0238095238095238,0.0909090909090909,-0.0034246575342465,0.0,89631433773.0,19.80495983507895,17412141429.0,87.24333277376758
BYC,2022,반기보고서,18090288.22495606,267.0,302.0,537.0,32.0,241.0,26.0,296.0,6.0,-0.0244487380724951,-0.0111111111111111,0.0202702702702702,0.0,0.1034482758620689,-0.0203252032520325,0.0833333333333333,0.0171821305841924,0.2,79122500505.0,-11.724606899198845,10184398306.0,-41.509788744089576
BYC,2022,사업보고서,19266273.684210528,264.0,306.0,540.0,30.0,239.0,25.0,301.0,5.0,0.0650064523367936,-0.0112359550561797,0.0132450331125827,0.0055865921787709,-0.0625,-0.0082987551867219,-0.0384615384615384,0.0168918918918918,-0.1666666666666666,90557836364.0,14.452697761084238,15141954745.0,48.67795121562874
BYC,2023,반기보고서,19117240.64171123,257.0,304.0,530.0,31.0,230.0,27.0,300.0,4.0,-0.0077354368022621,-0.0265151515151515,-0.0065359477124183,-0.0185185185185185,0.0333333333333333,-0.0376569037656903,0.08,-0.0033222591362126,-0.2,78082870290.0,-13.77568918923426,8873913766.0,-41.39519028129284
BYC,2023,사업보고서,20112614.003590666,253.0,304.0,531.0,26.0,230.0,23.0,301.0,3.0,0.0520667904188884,-0.0155642023346303,0.0,0.0018867924528301,-0.1612903225806451,0.0,-0.1481481481481481,0.0033333333333333,-0.25,90318653596.0,15.670252976813307,18624480509.0,109.87898913733932
BYC,2024,반기보고서,19475918.032786883,244.0,305.0,521.0,28.0,219.0,25.0,302.0,3.0,-0.0316565499984295,-0.0355731225296442,0.0032894736842105,-0.0188323917137476,0.0769230769230769,-0.0478260869565217,0.0869565217391304,0.0033222591362126,0.0,79877357848.0,-11.560508635020684,7336975261.0,-60.60574544640578
BYC,2024,사업보고서,18562753.5971223,238.0,318.0,525.0,31.0,210.0,28.0,315.0,3.0,-0.0468868493966399,-0.0245901639344262,0.0426229508196721,0.0076775431861804,0.1071428571428571,-0.0410958904109589,0.12,0.043046357615894,0.0,85330211093.0,6.826531813153269,16495931652.0,124.83286456865704
CJ,2016,사업보고서,34558823.52941176,21.0,13.0,34.0,0.0,21.0,0.0,13.0,0.0,-0.0454914703493095,0.0,0.0,0.0,,0.0,,0.0,,12387861095000.0,7.1027226906582825,571812273000.0,-16.045886254648316
CJ,2017,반기보고서,37483870.96774194,18.0,13.0,31.0,0.0,18.0,0.0,13.0,0.0,0.0846396705559369,-0.1428571428571428,0.0,-0.088235294117647,,-0.1428571428571428,,0.0,,12854667681000.0,3.768258155464893,629357011000.0,10.063571685527638
CJ,2017,사업보고서,44071428.571428575,15.0,13.0,28.0,0.0,15.0,0.0,13.0,0.0,0.1757437914925006,-0.1666666666666666,0.0,-0.0967741935483871,,-0.1666666666666666,,0.0,,14043932308000.0,9.251617050807212,696598328000.0,10.684129329576978
CJ,2018,반기보고서,38176470.5882353,20.0,14.0,34.0,0.0,20.0,0.0,14.0,0.0,-0.1337591762799123,0.3333333333333333,0.0769230769230769,0.2142857142857142,,0.3333333333333333,,0.0769230769230769,,14036699638000.0,-0.0515003194360312,642828796000.0,-7.718871814461202
CJ,2018,사업보고서,362655172.4137931,38.0,20.0,57.0,1.0,37.0,1.0,20.0,0.0,8.49944211253387,0.9,0.4285714285714285,0.6764705882352942,,0.85,,0.4285714285714285,,15486735839000.0,10.330321502887172,689646412000.0,7.283061414068949
CJ,2019,반기보고서,124875000.0,45.0,19.0,62.0,2.0,43.0,2.0,19.0,0.0,-0.6556646382048112,0.1842105263157894,-0.05,0.087719298245614,1.0,0.1621621621621621,1.0,-0.05,,16248645953000.0,4.91975921795795,708483904000.0,2.731471036783992
CJ,2019,사업보고서,249030769.2307692,45.0,20.0,63.0,2.0,43.0,2.0,20.0,0.0,0.994240394240394,0.0,0.0526315789473684,0.0161290322580645,0.0,0.0,0.0,0.0526315789473684,,17531060712000.0,7.892440777585081,800670620000.0,13.01182927085948
CJ,2020,반기보고서,140785714.2857143,41.0,15.0,50.0,6.0,36.0,5.0,14.0,1.0,-0.4346653840383375,-0.0888888888888888,-0.25,-0.2063492063492063,2.0,-0.1627906976744186,1.5,-0.3,,15634006163000.0,-10.821105352179105,623015114000.0,-22.18833832069422
CJ,2020,사업보고서,345320754.7169811,38.0,15.0,47.0,6.0,33.0,5.0,14.0,1.0,1.4528110431444623,-0.073170731707317,0.0,-0.06,0.0,-0.0833333333333333,0.0,0.0,0.0,16365096784000.0,4.676284589999876,767325052000.0,23.16315202587525
CJ,2021,반기보고서,126966666.66666669,44.0,16.0,54.0,6.0,39.0,5.0,15.0,1.0,-0.6323225148435507,0.1578947368421052,0.0666666666666666,0.1489361702127659,0.0,0.1818181818181818,0.0,0.0714285714285714,0.0,16347903609000.0,-0.1050600263898812,1014964617000.0,32.27309786830732
CJ,2021,사업보고서,401457627.11864406,43.0,16.0,53.0,6.0,38.0,5.0,15.0,1.0,2.1619135766761146,-0.0227272727272727,0.0,-0.0185185185185185,0.0,-0.0256410256410256,0.0,0.0,0.0,18136122945000.0,10.938523854615418,866835482000.0,-14.59451221440954
CJ,2022,반기보고서,144793650.7936508,46.0,17.0,55.0,8.0,39.0,7.0,16.0,1.0,-0.6393301782983452,0.0697674418604651,0.0625,0.0377358490566037,0.3333333333333333,0.0263157894736842,0.4,0.0666666666666666,0.0,19427457819000.0,7.120236656512145,1185858720000.0,36.80320483235595
CJ,2022,사업보고서,430865671.6417911,51.0,16.0,59.0,8.0,44.0,7.0,15.0,1.0,1.975722134776676,0.108695652173913,-0.0588235294117647,0.0727272727272727,0.0,0.1282051282051282,0.0,-0.0625,0.0,21497421954000.0,10.654837880927378,968343070000.0,-18.3424590409893
CJ,2023,반기보고서,149171428.57142857,52.0,18.0,62.0,8.0,46.0,6.0,16.0,2.0,-0.6537866941150854,0.0196078431372549,0.125,0.0508474576271186,0.0,0.0454545454545454,-0.1428571428571428,0.0666666666666666,1.0,20067772567000.0,-6.650329467687574,828234425000.0,-14.468905632793962
CJ,2023,사업보고서,404074626.8656716,50.0,17.0,65.0,2.0,50.0,0.0,15.0,2.0,1.7087937062437286,-0.0384615384615384,-0.0555555555555555,0.0483870967741935,-0.75,0.0869565217391304,-1.0,-0.0625,0.0,21284915592000.0,6.065162543258555,1210823464000.0,46.193327330000805
CJ,2024,반기보고서,172271186.44067797,43.0,16.0,58.0,1.0,43.0,0.0,15.0,1.0,-0.5736649247765144,-0.14,-0.0588235294117647,-0.1076923076923077,-0.5,-0.14,,0.0,-0.5,21118776699000.0,-0.780547577376552,1242505936000.0,2.6166053881493
CJ,2024,사업보고서,630516129.032258,45.0,17.0,61.0,1.0,45.0,0.0,16.0,1.0,2.6600208198448665,0.0465116279069767,0.0625,0.0517241379310344,0.0,0.0465116279069767,,0.0666666666666666,0.0,22527879391000.0,6.6722742140018125,1304977709000.0,5.027885275229783
CJ CGV,2016,사업보고서,21245245.901639342,781.0,744.0,1519.0,6.0,777.0,4.0,742.0,2.0,-0.013900646994132,0.0025673940949935,0.0191780821917808,0.0086321381142098,1.0,0.0,1.0,0.017832647462277,1.0,803319971643.0,27.728960516011984,51778906457.0,179.01353171699614
CJ CGV,2017,반기보고서,21853996.22404028,792.0,797.0,1582.0,7.0,789.0,3.0,793.0,4.0,0.0286534844180814,0.0140845070422535,0.0712365591397849,0.0414746543778801,0.1666666666666666,0.0154440154440154,-0.25,0.068733153638814,1.0,788142424970.0,-1.8893525878558624,11454966027.0,-77.87715730050648
CJ CGV,2017,사업보고서,20279921.51733159,755.0,774.0,1523.0,6.0,755.0,0.0,768.0,6.0,-0.0720268590957814,-0.0467171717171717,-0.0288582183186951,-0.0372945638432364,-0.1428571428571428,-0.0430925221799746,-1.0,-0.0315258511979823,0.5,926244748412.0,17.52250850438063,74787927453.0,552.8865059636199
CJ CGV,2018,반기보고서,5095801.3010053225,3041.0,3723.0,6762.0,2.0,3040.0,1.0,3722.0,1.0,-0.7487267740829097,3.027814569536424,3.810077519379845,3.4399212081418256,-0.6666666666666666,3.0264900662251657,,3.8463541666666665,-0.8333333333333334,845983075735.0,-8.66527694916539,19441283724.0,-74.00478341077475
CJ CGV,2018,사업보고서,5175979.183785264,3290.0,4012.0,7301.0,1.0,3289.0,1.0,4012.0,0.0,0.0157341069723664,0.081880960210457,0.0776255707762557,0.0797101449275362,-0.5,0.0819078947368421,0.0,0.0779150994089199,-1.0,923373391742.0,9.147974495797376,58265455101.0,199.6996285233577
CJ CGV,2019,반기보고서,5462382.202997065,2867.0,3606.0,5998.0,475.0,2664.0,203.0,3334.0,272.0,0.0553331087785307,-0.1285714285714285,-0.1011964107676969,-0.1784687029174085,474.0,-0.1900273639404074,202.0,-0.1689930209371884,,946547212906.0,2.509691244219327,46975305565.0,-19.37708976344412
CJ CGV,2019,사업보고서,4543576.683644596,3218.0,3850.0,5058.0,2010.0,2299.0,919.0,2759.0,1091.0,-0.1682060107123857,0.1224276246948029,0.0676650027731558,-0.1567189063021007,3.231578947368421,-0.137012012012012,3.527093596059113,-0.1724655068986202,3.011029411764706,995732116223.0,5.196244059078379,75000085681.0,59.658537137607226
CJ CGV,2020,반기보고서,8673580.7860262,1615.0,2049.0,3550.0,114.0,1575.0,40.0,1975.0,74.0,0.9089764275902468,-0.4981354878806712,-0.4677922077922078,-0.2981415579280348,-0.9432835820895522,-0.314919530230535,-0.956474428726877,-0.2841609278724175,-0.9321723189734188,284902076845.0,-71.38767825168809,-202154018926.0,-369.53838397708967
CJ CGV,2020,사업보고서,9414468.99501069,1247.0,1559.0,2610.0,196.0,1166.0,81.0,1444.0,115.0,0.0854189552460406,-0.2278637770897832,-0.2391410444119082,-0.2647887323943662,0.7192982456140351,-0.2596825396825397,1.025,-0.2688607594936709,0.5540540540540541,298541715634.0,4.787483102982292,-186506271938.0,-7.740507495786159
CJ CGV,2021,반기보고서,9582940.10889292,1248.0,1507.0,2352.0,403.0,1097.0,151.0,1255.0,252.0,0.0178949140914388,0.0008019246190858,-0.0333547145606157,-0.0988505747126436,1.0561224489795915,-0.0591766723842195,0.8641975308641975,-0.1308864265927977,1.191304347826087,334161363820.0,11.931213066943126,-120093487285.0,-35.608874684427505
CJ CGV,2021,사업보고서,8305227.655986509,1677.0,1881.0,2993.0,565.0,1430.0,247.0,1563.0,318.0,-0.1333319877185396,0.34375,0.2481751824817518,0.2725340136054421,0.401985111662531,0.3035551504102096,0.6357615894039735,0.245418326693227,0.2619047619047619,402154002839.0,20.34724728249105,-121352246732.0,1.0481496336373126
CJ CGV,2022,반기보고서,6760134.324778125,1941.0,2228.0,3465.0,704.0,1601.0,340.0,1864.0,364.0,-0.1860386488135171,0.1574239713774597,0.1844763423710792,0.1577013030404276,0.2460176991150442,0.1195804195804195,0.3765182186234818,0.1925783749200255,0.1446540880503144,541724001845.0,34.7056097964232,-71107177637.0,-41.40431714129164
CJ CGV,2022,사업보고서,6141968.451455232,2123.0,2378.0,3636.0,865.0,1728.0,395.0,1908.0,470.0,-0.0914428387993876,0.0937660999484801,0.0673249551166965,0.0493506493506493,0.2286931818181818,0.0793254216114928,0.1617647058823529,0.0236051502145922,0.2912087912087912,739582041940.0,36.5237721461734,-5658617348.0,-92.04212916889055
CJ CGV,2023,반기보고서,6640232.558139535,1965.0,2335.0,3601.0,699.0,1664.0,301.0,1937.0,398.0,0.0811244978906148,-0.0744229863400847,-0.0180824222035323,-0.0096259625962596,-0.191907514450867,-0.037037037037037,-0.2379746835443038,0.0151991614255765,-0.1531914893617021,795259003621.0,7.528165710318436,1680560088.0,-129.69912939234146
CJ CGV,2023,사업보고서,6010674.63706234,2101.0,2583.0,3734.0,950.0,1698.0,403.0,2036.0,547.0,-0.0948096193265834,0.0692111959287531,0.1062098501070663,0.0369341849486253,0.3590844062947067,0.0204326923076923,0.3388704318936877,0.0511099638616417,0.3743718592964824,750580239525.0,-5.618139988678802,47385236613.0,2719.609780772088
CJ CGV,2024,반기보고서,7439199.209095403,1788.0,2258.0,3428.0,618.0,1519.0,269.0,1909.0,349.0,0.2376645981175983,-0.1489766777724893,-0.1258226867982965,-0.0819496518478843,-0.3494736842105263,-0.1054181389870435,-0.3325062034739454,-0.06237721021611,-0.3619744058500914,822885557698.0,9.633256294990922,26885661239.0,-43.261523713434414
CJ CGV,2024,사업보고서,6614885.23069789,1974.0,2339.0,3306.0,1007.0,1496.0,478.0,1810.0,529.0,-0.1108068160602125,0.1040268456375839,0.0358724534986713,-0.0355892648774795,0.6294498381877023,-0.0151415404871626,0.7769516728624535,-0.0518596123624934,0.5157593123209169,1134998656484.0,37.92910154592188,49048107659.0,82.43221627687339
CJ대한통운,2016,사업보고서,28283304.87804878,4703.0,709.0,5050.0,362.0,4455.0,248.0,595.0,114.0,0.1431264050106761,0.010963026655202,0.0157593123209169,0.0069790628115653,0.0805970149253731,0.0051895306859205,0.1272727272727272,0.0205831903945111,-0.008695652173913,3123172732363.0,5.556351485279572,115553855706.0,2.3591159743808934
CJ대한통운,2017,반기보고서,26751333.39483395,4666.0,754.0,5218.0,202.0,4551.0,115.0,667.0,87.0,-0.054165221844489,-0.0078673187327237,0.0634696755994358,0.0332673267326732,-0.4419889502762431,0.0215488215488215,-0.5362903225806451,0.1210084033613445,-0.2368421052631578,3302757257391.0,5.750067012532026,112993146704.0,-2.2160307731445417
CJ대한통운,2017,사업보고서,30989875.5186722,4721.0,822.0,5187.0,356.0,4561.0,160.0,626.0,196.0,0.1584422750552228,0.0117873981997428,0.0901856763925729,-0.0059409735530854,0.7623762376237624,0.00219731927049,0.391304347826087,-0.0614692653673163,1.2528735632183907,3807633950409.0,15.286521341772035,122658273730.0,8.553728529500145
CJ대한통운,2018,반기보고서,27703600.901040856,5453.0,984.0,6035.0,402.0,5249.0,204.0,786.0,198.0,-0.1060434920318178,0.1550518957847913,0.1970802919708029,0.1634856371698477,0.1292134831460674,0.1508441131330848,0.275,0.255591054313099,0.010204081632653,4286071922167.0,12.565230218797902,102419718190.0,-16.499951388970196
CJ대한통운,2018,사업보고서,28433323.937007874,5342.0,1008.0,5982.0,368.0,5174.0,168.0,808.0,200.0,0.0263403677584599,-0.0203557674674491,0.024390243902439,-0.0087821043910521,-0.0845771144278607,-0.0142884358925509,-0.1764705882352941,0.0279898218829516,0.0101010101010101,4933608554902.0,15.107927363188326,140267207430.0,36.95332296246772
CJ대한통운,2019,반기보고서,28560041.22257053,5440.0,940.0,6220.0,160.0,5310.0,130.0,910.0,30.0,0.0044566469204722,0.0183451890677648,-0.0674603174603174,0.0397860247408893,-0.5652173913043478,0.0262852725164282,-0.2261904761904762,0.1262376237623762,-0.85,4967569774523.0,0.6883646978286586,117135247731.0,-16.491352556900335
CJ대한통운,2019,사업보고서,26912226.643598616,5422.0,936.0,6124.0,234.0,5264.0,158.0,860.0,76.0,-0.0576965056223264,-0.0033088235294117,-0.0042553191489361,-0.0154340836012861,0.4625,-0.0086629001883239,0.2153846153846154,-0.0549450549450549,1.5333333333333334,5447538851297.0,9.662050027673502,190051098443.0,62.249282026064925
CJ대한통운,2020,반기보고서,28147195.141441584,5349.0,908.0,6072.0,185.0,5188.0,161.0,884.0,24.0,0.0458887521347743,-0.0134636665437108,-0.0299145299145299,-0.008491182233834,-0.2094017094017094,-0.0144376899696048,0.0189873417721519,0.027906976744186,-0.6842105263157895,5165358381314.0,-5.179962505743596,142048441971.0,-25.257763235920955
CJ대한통운,2020,사업보고서,36962933.50302259,5375.0,911.0,6063.0,223.0,5220.0,155.0,843.0,68.0,0.3132013089503702,0.0048607216302112,0.0033039647577092,-0.0014822134387351,0.2054054054054054,0.0061680801850424,-0.0372670807453416,-0.0463800904977375,1.8333333333333333,5615768768892.0,8.719828409339168,183289119321.0,29.03282625121613
CJ대한통운,2021,반기보고서,27047734.62783172,5319.0,861.0,6031.0,149.0,5192.0,127.0,839.0,22.0,-0.2682470771531181,-0.0104186046511627,-0.0548847420417124,-0.0052779152234867,-0.3318385650224215,-0.0053639846743295,-0.1806451612903225,-0.0047449584816132,-0.6764705882352942,5439837724335.0,-3.132804283743888,138699093504.0,-24.32769931034918
CJ대한통운,2021,사업보고서,45402928.67264998,5463.0,888.0,6199.0,152.0,5336.0,127.0,863.0,25.0,0.6786222320419782,0.027072758037225,0.0313588850174216,0.0278560769358315,0.0201342281879194,0.0277349768875192,0.0,0.0286054827175208,0.1363636363636363,5903814063157.0,8.52923124427796,205181672163.0,47.93295830522691
CJ대한통운,2022,반기보고서,30509812.87083524,5626.0,947.0,6434.0,139.0,5520.0,106.0,914.0,33.0,-0.3280210382284464,0.0298370858502654,0.0664414414414414,0.0379093402161639,-0.0855263157894736,0.0344827586206896,-0.1653543307086614,0.0590961761297798,0.32,5993887943782.0,1.5256896586074729,191790880677.0,-6.526309755075061
CJ대한통운,2022,사업보고서,40120732.23884934,5883.0,1000.0,6739.0,144.0,5769.0,114.0,970.0,30.0,0.315010760921491,0.0456807678634909,0.0559662090813094,0.0474044140503574,0.0359712230215827,0.0451086956521739,0.0754716981132075,0.061269146608315,-0.0909090909090909,6136824918592.0,2.384712162633628,219996006565.0,14.706187170338398
CJ대한통운,2023,반기보고서,32596468.56158484,5933.0,1033.0,6778.0,188.0,5779.0,154.0,999.0,34.0,-0.1875405372083083,0.0084990651028386,0.033,0.0057872087846861,0.3055555555555556,0.0017334026694401,0.3508771929824561,0.0298969072164948,0.1333333333333333,5770252075403.0,-5.973330640058483,211429011089.0,-3.894159539422728
CJ대한통운,2023,사업보고서,43158784.26359892,5969.0,1072.0,6841.0,200.0,5809.0,160.0,1032.0,40.0,0.3240325154259759,0.0060677566155401,0.0377541142303969,0.009294777220419,0.0638297872340425,0.0051912095518255,0.0389610389610389,0.033033033033033,0.1764705882352941,5997641587866.0,3.940720604430768,268805852068.0,27.13763862559405
CJ대한통운,2024,반기보고서,34820168.54735038,5920.0,1081.0,6808.0,193.0,5761.0,159.0,1047.0,34.0,-0.1932078453674497,-0.0082090802479477,0.0083955223880597,-0.0048238561613799,-0.035,-0.0082630401101738,-0.00625,0.0145348837209302,-0.15,5980607974533.0,-0.2840051890973477,234725888462.0,-12.678281869168076
CJ대한통운,2024,사업보고서,43992002.28506141,5895.0,1107.0,6817.0,185.0,5744.0,151.0,1073.0,34.0,0.2634057823482006,-0.0042229729729729,0.0240518038852913,0.0013219741480611,-0.0414507772020725,-0.0029508765839264,-0.050314465408805,0.0248328557784145,0.0,6136153172627.0,2.6008258484146145,295937178671.0,26.077775489561965
CJ씨푸드,2016,사업보고서,20878109.45273632,193.0,209.0,372.0,30.0,185.0,8.0,187.0,22.0,0.0496070417525085,-0.0153061224489795,0.0,0.042016806722689,-0.375,-0.0211640211640211,0.1428571428571428,0.1130952380952381,-0.4634146341463415,90478920212.0,8.6718512941607,4007044876.0,116.46996965272496
